review_id,phase,content_id,sample_group,difficulty,tier,category,scenario,speaker,voice_scope,text_primary,text_secondary,keyword,foil_acoustic,foil_semantic,foil_plausible,pack_id,contrast_type,position,storage_path_1,audio_url_1,storage_path_2,audio_url_2,storage_path_3,audio_url_3,storage_path_4,audio_url_4,clinical_focus,review_questions,recommended_action,reviewer_notes,disposition
detection:det_alert_001,detection,det_alert_001,environmental_alert,2,free,,,,both,Se abre la puerta.,,,,,,,,,spanish/detection/sergio/det_alert_001.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_001.mp3,spanish/detection/roma/det_alert_001.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_001.mp3,,,,,public_transit_alert,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_002,detection,det_alert_002,environmental_alert,2,free,,,,both,Última parada.,,,,,,,,,spanish/detection/sergio/det_alert_002.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_002.mp3,spanish/detection/roma/det_alert_002.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_002.mp3,,,,,public_transit_alert,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_003,detection,det_alert_003,environmental_alert,2,free,,,,both,"Su número, cuarenta y dos.",,,,,,,,,spanish/detection/sergio/det_alert_003.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_003.mp3,spanish/detection/roma/det_alert_003.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_003.mp3,,,,,queue_callout,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_004,detection,det_alert_004,environmental_alert,2,free,,,,both,Receta lista.,,,,,,,,,spanish/detection/sergio/det_alert_004.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_004.mp3,spanish/detection/roma/det_alert_004.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_004.mp3,,,,,pharmacy_alert,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_005,detection,det_alert_005,environmental_alert,3,free,,,,both,"Cuidado, vehículo atrás.",,,,,,,,,spanish/detection/sergio/det_alert_005.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_005.mp3,spanish/detection/roma/det_alert_005.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_005.mp3,,,,,safety_alert,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_006,detection,det_alert_006,environmental_alert,2,free,,,,both,Atención por favor.,,,,,,,,,spanish/detection/sergio/det_alert_006.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_006.mp3,spanish/detection/roma/det_alert_006.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_006.mp3,,,,,attention_signal,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_007,detection,det_alert_007,environmental_alert,3,free,,,,both,Pasajeros al tren.,,,,,,,,,spanish/detection/sergio/det_alert_007.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_007.mp3,spanish/detection/roma/det_alert_007.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_007.mp3,,,,,station_call,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_alert_008,detection,det_alert_008,environmental_alert,2,free,,,,both,Turno siguiente.,,,,,,,,,spanish/detection/sergio/det_alert_008.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_alert_008.mp3,spanish/detection/roma/det_alert_008.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_alert_008.mp3,,,,,queue_callout,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_001,detection,det_speech_001,speech_token,1,free,,,,both,mamá,,,,,,,,,spanish/detection/sergio/det_speech_001.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_001.mp3,spanish/detection/roma/det_speech_001.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_001.mp3,,,,,low_frequency_voicing,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_002,detection,det_speech_002,speech_token,1,free,,,,both,uno,,,,,,,,,spanish/detection/sergio/det_speech_002.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_002.mp3,spanish/detection/roma/det_speech_002.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_002.mp3,,,,,low_back_vowel,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_003,detection,det_speech_003,speech_token,1,free,,,,both,bueno,,,,,,,,,spanish/detection/sergio/det_speech_003.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_003.mp3,spanish/detection/roma/det_speech_003.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_003.mp3,,,,,low_mid_mix,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_004,detection,det_speech_004,speech_token,1,free,,,,both,mesa,,,,,,,,,spanish/detection/sergio/det_speech_004.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_004.mp3,spanish/detection/roma/det_speech_004.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_004.mp3,,,,,mid_frequency_speech,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_005,detection,det_speech_005,speech_token,1,free,,,,both,taza,,,,,,,,,spanish/detection/sergio/det_speech_005.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_005.mp3,spanish/detection/roma/det_speech_005.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_005.mp3,,,,,mid_stop_burst,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_006,detection,det_speech_006,speech_token,1,free,,,,both,dedo,,,,,,,,,spanish/detection/sergio/det_speech_006.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_006.mp3,spanish/detection/roma/det_speech_006.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_006.mp3,,,,,mid_voiced_stop,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_007,detection,det_speech_007,speech_token,1,free,,,,both,sí,,,,,,,,,spanish/detection/sergio/det_speech_007.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_007.mp3,spanish/detection/roma/det_speech_007.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_007.mp3,,,,,high_frequency_frication,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_008,detection,det_speech_008,speech_token,1,free,,,,both,sopa,,,,,,,,,spanish/detection/sergio/det_speech_008.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_008.mp3,spanish/detection/roma/det_speech_008.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_008.mp3,,,,,high_frequency_frication,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_009,detection,det_speech_009,speech_token,2,free,,,,both,chao,,,,,,,,,spanish/detection/sergio/det_speech_009.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_009.mp3,spanish/detection/roma/det_speech_009.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_009.mp3,,,,,high_affricate_release,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
detection:det_speech_010,detection,det_speech_010,speech_token,2,free,,,,both,luz,,,,,,,,,spanish/detection/sergio/det_speech_010.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/sergio/det_speech_010.mp3,spanish/detection/roma/det_speech_010.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/detection/roma/det_speech_010.mp3,,,,,final_sibilance,"Is the cue audible, natural, and free of carrier contamination in both voices?",pass_or_flag,,
sentence:498,sentence,498,Automotive,1,,Automotive,Automotive,,both,El tanque de combustible está casi vacío.,¿Qué está casi vacío?,Tanque,Agradecer,Recipiente,,,/t/,,spanish/sentences/sergio/sentence_498.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_498.mp3,spanish/sentences/roma/sentence_498.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_498.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:467,sentence,467,Cooking,1,,Cooking,Cooking,,both,Es necesario ablandar la mantequilla.,¿Qué necesita ablandarse?,La mantequilla,La taquilla,La margarina,,,/b/,,spanish/sentences/sergio/sentence_467.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_467.mp3,spanish/sentences/roma/sentence_467.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_467.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:275,sentence,275,Daily Life,1,,Daily Life,Daily Life,,both,El paquete fue entregado esta mañana.,¿Qué se entregó?,Paquete,equipaje,Parcela,,,/p/,,spanish/sentences/sergio/sentence_275.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_275.mp3,spanish/sentences/roma/sentence_275.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_275.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:136,sentence,136,Directions,1,,Directions,Directions,,both,El edificio hace esquina.,¿Dónde está el edificio?,Esquina,Juez de instrucción,Borde,,,/k/,,spanish/sentences/sergio/sentence_136.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_136.mp3,spanish/sentences/roma/sentence_136.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_136.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:444,sentence,444,Education,1,,Education,Education,,both,El estudiante aprobó el examen.,¿Qué hizo el estudiante?,Aprobado,Pasado,Tuvo éxito,,,/p/,,spanish/sentences/sergio/sentence_444.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_444.mp3,spanish/sentences/roma/sentence_444.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_444.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:859,sentence,859,Aquarium,2,,Aquarium,Aquarium,,both,La alimentación de los tiburones es a las tres y media en el tanque principal.,¿A qué hora se alimenta el tiburón?,tres y media,gratis treinta,cuatro y media,,,/θ/,,spanish/sentences/sergio/sentence_859.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_859.mp3,spanish/sentences/roma/sentence_859.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_859.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:879,sentence,879,Arcade,2,,Arcade,Arcade,,both,La máquina Pac-Man antigua cuesta cincuenta centavos por juego.,¿Cuanto por juego?,Cincuenta centavos,quince centavos,treinta centavos,,,/f/,,spanish/sentences/sergio/sentence_879.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_879.mp3,spanish/sentences/roma/sentence_879.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_879.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:564,sentence,564,Art,2,,Art,Art,,both,El pintor terminó el mural.,¿Quién terminó el mural?,Pintor,Desmayado,Artista,,,/p/,,spanish/sentences/sergio/sentence_564.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_564.mp3,spanish/sentences/roma/sentence_564.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_564.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:484,sentence,484,Automotive,2,,Automotive,Automotive,,both,El mecánico revisó los frenos.,¿Qué revisó el mecánico?,Frenos,Descansos,Regiones,,,/br/,,spanish/sentences/sergio/sentence_484.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_484.mp3,spanish/sentences/roma/sentence_484.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_484.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:829,sentence,829,Barber,2,,Barber,Barber,,both,El barbero sugirió un corte más corto en los costados para el verano.,¿Qué sugirió el barbero?,corte más corto,corte de hija,corte más largo,,,/ʃ/,,spanish/sentences/sergio/sentence_829.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_829.mp3,spanish/sentences/roma/sentence_829.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_829.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:860,sentence,860,Aquarium,3,,Aquarium,Aquarium,,both,La exhibición de medusas presenta más de trece especies del Pacífico.,¿Cuántas especies se presentan?,Trece,Treinta,Catorce,,,/θ/,,spanish/sentences/sergio/sentence_860.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_860.mp3,spanish/sentences/roma/sentence_860.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_860.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:881,sentence,881,Arcade,3,,Arcade,Arcade,,both,El mostrador de canje cierra a las nueve cuarenta y cinco.,¿Cuándo cierra el mostrador?,nueve cuarenta y cinco,nueve catorce,nueve treinta y cinco,,,/f/,,spanish/sentences/sergio/sentence_881.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_881.mp3,spanish/sentences/roma/sentence_881.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_881.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:565,sentence,565,Art,3,,Art,Art,,both,La escultura fue tallada en mármol.,¿Qué fue tallado?,Escultura,regañado,Arte,,,/sk/,,spanish/sentences/sergio/sentence_565.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_565.mp3,spanish/sentences/roma/sentence_565.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_565.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:489,sentence,489,Automotive,3,,Automotive,Automotive,,both,La transmisión hace ruido.,¿Qué está haciendo ruido?,Transmisión,Admisión,Parte,,,/tr/,,spanish/sentences/sergio/sentence_489.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_489.mp3,spanish/sentences/roma/sentence_489.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_489.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:831,sentence,831,Barber,3,,Barber,Barber,,both,Un afeitado con navaja cuesta unos treinta y cinco dólares.,¿Cuanto cuesta el afeitado?,treinta y cinco,cinco sucios,Veinticinco,,,/θ/,,spanish/sentences/sergio/sentence_831.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_831.mp3,spanish/sentences/roma/sentence_831.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_831.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:742,sentence,742,Art,4,,Art,Art,,both,La exposición de fotografía estará abierta hasta el veintiocho de febrero.,¿Cuándo termina la exposición?,Hasta el veintiocho de febrero,Hasta el veintiocho de enero,Hasta finales de marzo,,,/f/,,spanish/sentences/sergio/sentence_742.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_742.mp3,spanish/sentences/roma/sentence_742.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_742.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:764,sentence,764,Car Repair,4,,Car Repair,Car Repair,,both,El presupuesto para la carrocería es de tres mil doscientos.,¿Cuál es la estimación?,tres mil doscientos,Gratis mil doscientos,cinco mil doscientos,,,/θ/,,spanish/sentences/sergio/sentence_764.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_764.mp3,spanish/sentences/roma/sentence_764.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_764.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
sentence:980,sentence,980,Dentist,4,,Dentist,Dentist,,both,El tratamiento blanqueador cuesta unos trescientos cincuenta dólares.,¿Cuánto cuesta el blanqueamiento?,trescientos cincuenta,Gratis ciento cincuenta,Quinientos cincuenta,,,/θ/,,spanish/sentences/sergio/sentence_980.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/sergio/sentence_980.mp3,spanish/sentences/roma/sentence_980.mp3,https://padfntxzoxhozfjsqnzc.supabase.co/storage/v1/object/public/audio/spanish/sentences/roma/sentence_980.mp3,,,,,Erber identification/comprehension with acoustically and semantically plausible Spanish foils,"Are the sentence, prompt, and foil relationships natural and clinically credible in Spanish?",pass_or_flag,,
